Unix Timestamp	Date	Symbol	Open	High	Low	Close	Volume
1.60E+12	10/21/2020 22:12	BTCUSD	12991	13000.47	12987.82	12999.99	14.55409002
1.60E+12	10/21/2020 22:11	BTCUSD	12976.2	12991	12976.2	12991	1.19426831
1.60E+12	10/21/2020 22:10	BTCUSD	12986.71	12989	12970.11	12976.2	1.72511246
1.60E+12	10/21/2020 22:09	BTCUSD	12996.21	13000	12980.41	12986.71	10.99344823
1.60E+12	10/21/2020 22:08	BTCUSD	12973.39	12996.21	12970.24	12996.21	2.31266579
1.60E+12	10/21/2020 22:07	BTCUSD	12961.68	12975.38	12961.68	12973.39	0.13172597
1.60E+12	10/21/2020 22:06	BTCUSD	12970.12	12970.12	12951.07	12961.68	1.53798075
1.60E+12	10/21/2020 22:05	BTCUSD	12956.64	12973.37	12956.64	12970.12	2.27983336
1.60E+12	10/21/2020 22:04	BTCUSD	12950.29	12956.65	12950.29	12956.64	1.82322183
1.60E+12	10/21/2020 22:03	BTCUSD	12947.28	12953.29	12947.28	12950.29	0.7635418
1.60E+12	10/21/2020 22:02	BTCUSD	12934.79	12949.55	12934.79	12947.28	1.25957787
1.60E+12	10/21/2020 22:01	BTCUSD	12928.25	12935.48	12928.25	12934.79	0.976200868
1.60E+12	10/21/2020 22:00	BTCUSD	12937.62	12946.8	12928.25	12928.25	0.69482942
1.60E+12	10/21/2020 21:59	BTCUSD	12949	12950.89	12937.62	12937.62	0.97074947
1.60E+12	10/21/2020 21:58	BTCUSD	12948.71	12949	12948.71	12949	0.00745442
1.60E+12	10/21/2020 21:57	BTCUSD	12947.08	12949	12925.04	12948.71	0.813635
1.60E+12	10/21/2020 21:56	BTCUSD	12933.24	12947.08	12920.92	12947.08	1.93589745
1.60E+12	10/21/2020 21:55	BTCUSD	12957.16	12959.73	12926.61	12933.24	3.03691521
1.60E+12	10/21/2020 21:54	BTCUSD	12939.61	12958.23	12939.61	12957.16	1.40357
1.60E+12	10/21/2020 21:53	BTCUSD	12962.23	12962.23	12939.61	12939.61	0.24832552
1.60E+12	10/21/2020 21:52	BTCUSD	12960.76	12962.23	12950.97	12962.23	1.827641713
1.60E+12	10/21/2020 21:51	BTCUSD	12958.31	12960.76	12945	12960.76	1.10475762
1.60E+12	10/21/2020 21:50	BTCUSD	12950.17	12959.84	12950.17	12958.31	2.99100931
1.60E+12	10/21/2020 21:49	BTCUSD	12985.41	12985.41	12950.17	12950.17	1.50345116
1.60E+12	10/21/2020 21:48	BTCUSD	12957.15	12985.41	12932.76	12985.41	1.154197036
1.60E+12	10/21/2020 21:47	BTCUSD	12960.42	12975.79	12957.15	12957.15	0.776378465
1.60E+12	10/21/2020 21:46	BTCUSD	12923.56	12964.68	12923.56	12960.42	1.56390537
1.60E+12	10/21/2020 21:45	BTCUSD	12929.89	12931.23	12921.89	12923.56	0.41753394
1.60E+12	10/21/2020 21:44	BTCUSD	12927.75	12939.68	12900.45	12929.89	0.81246493
1.60E+12	10/21/2020 21:43	BTCUSD	12941.22	12945.59	12919.85	12927.75	1.70173899
1.60E+12	10/21/2020 21:42	BTCUSD	12896.08	12949.06	12896.08	12941.22	1.01750597
1.60E+12	10/21/2020 21:41	BTCUSD	12899.46	12899.46	12893.28	12896.08	0.09777167
1.60E+12	10/21/2020 21:40	BTCUSD	12869.8	12899.46	12869.8	12899.46	3.427942631
1.60E+12	10/21/2020 21:39	BTCUSD	12863.45	12876.58	12863.45	12869.8	0.37486234
